ID,Weapon_Name,Country_of_Origin,Manufacturer,Category,Subcategory,Year_Introduced,Year_Retired,Service_Status,Caliber,Action_Type,Effective_Range_m,Max_Range_m,Weight_kg,Length_mm,Barrel_Length_mm,Muzzle_Velocity_mps,Rate_of_Fire_rpm,Magazine_Capacity,Warhead_Weight_kg,Max_Speed_kmh,Crew_Size,Unit_Cost_USD,Num_Operator_Nations,Primary_Users,NATO_Compatible,Generation,Theater_of_Operation,Export_Status,Combat_Proven,Propulsion_Type,Guidance_System,Communication_System,Operating_Environment,Protection_Level,Notes
70,ROKS-308,Estonia,Ministry Arms Factory,Naval,Offshore Patrol Vessel,1952,,Reserve,100mm,N/A - naval propulsion,,,7890062.42,149208,,,,,,,4670,4443183029,3,Estonia + 2 allied nations,Yes,5th,Sea,Very Limited Export,Yes,Pump-jet,Manual,SATCOM,Mountain,NERA,5th generation Offshore Patrol Vessel; operated by Estonia; reserve service; Mountain optimised
71,P-160,Kosovo,National Defence Industries,Aircraft,Electronic Warfare Aircraft,1946,,Active (Limited),23mm GSh-23,N/A - fly-by-wire,7785916,10065006,16530.9,22674,,,,,,2058,3,2448264351,34,Kosovo + 33 allied nations,Yes,6th (prototype),Air,Widely Exported,Yes,Turbojet,Manual,UHF radio,Desert,Soft-kill APS,6th (prototype) generation Electronic Warfare Aircraft; operated by Kosovo; active (limited) service; Desert optimised
72,M-379,Paraguay,Defence Production Corp,Armored Vehicle,Wheeled APC,1988,,Active,57mm cannon,N/A - unmanned turret,7338,9800,73494.59,,,,,,,,6,13948810,17,Paraguay + 16 allied nations,No,5th+,Land,Exported,Yes,Diesel V-12,N/A,IFF Mode 4/5,Arctic/Cold weather,Slat/Cage armor,5th+ generation Wheeled APC; operated by Paraguay; active service; Arctic/Cold weather optimised
73,USS-422,Myanmar,Ministry Arms Factory,Naval,Frigate,1950,,Active,155mm AGS,N/A - naval propulsion,,,24221995.79,52893,,,,,,,4590,15916162605,27,Myanmar + 26 allied nations,No,3.5th,Sea,Key Export Product,Yes,CODAG combined,N/A,HF/VHF/UHF,Multi-environment,Classified composite,3.5th generation Frigate; operated by Myanmar; active service; Multi-environment optimised
74,BREM-183,Peru,Ministry Arms Factory,Special Systems,EOD Robot,1958,,Active (Limited),N/A,Multi-spectral EO/IR,199652,566393,41062.71,3840,,,,,,,4,31925401,18,Peru + 17 allied nations,Yes,4th,Air,Widely Exported,Limited,Chemical,Inertial,Link 11,Urban,Steel plate,4th generation EOD Robot; operated by Peru; active (limited) service; Urban optimised
75,INS-308,France,MBDA France,Naval,Conventional Submarine,2021,,Active (Limited),155mm AGS,N/A - naval propulsion,,,113188383.8,,,,,,,,4727,3433566759,3,France + 2 allied nations,N/A,1st,Sea,Very Limited Export,No,Nuclear PWR,Manual,BLOS datalink,Amphibious,Hard-kill APS (Trophy),1st generation Conventional Submarine; operated by France; active (limited) service; Amphibious optimised
76,MALE-87,Tanzania,State Defence Enterprise,UAS,Loitering Munition,1986,,Active (Limited),50-100kg blast warhead,AI-assisted autonomous targeting,6649964,15017550,3132.66,5803,,,,,500.3,262,4,151665589,21,Tanzania + 20 allied nations,N/A,5th+,Land,Widely Exported,Yes,Turbojet,Anti-radiation passive,Software Defined Radio,Multi-environment,Rolled Homogeneous Armour (RHA),5th+ generation Loitering Munition; operated by Tanzania; active (limited) service; Multi-environment optimised
77,BMP-225,Zimbabwe,National Ordnance Plant,Armored Vehicle,ATGM Carrier Vehicle,1956,,Testing/Evaluation,40mm autocannon,N/A - semi-autoloader,2233,2941,43386.59,4119,,,,,,,7,15984623,13,Zimbabwe + 12 allied nations,N/A,5th+,Land,Not Exported,Yes,Multi-fuel diesel,N/A,Software Defined Radio,Desert,Composite + Trophy APS,5th+ generation ATGM Carrier Vehicle; operated by Zimbabwe; testing/evaluation service; Desert optimised
78,HOT-80,Hungary,State Arsenal,Anti-Tank,Anti-Tank Mine System,2016,,Active,170mm,Laser beam riding,28053,40222,73.48,2026,,,,1,303.0,,3,313801,11,Hungary + 10 allied nations,N/A,5th+,Air,Key Export Product,Yes,Electric,Active radar MMW,Encrypted UHF/VHF,Jungle,Explosive Reactive Armour (ERA),5th+ generation Anti-Tank Mine System; operated by Hungary; active service; Jungle optimised
79,VBCI-430,Peru,National Ordnance Plant,Armored Vehicle,Armoured Personnel Carrier,1985,,Reserve,20mm autocannon,N/A - autoloader,3557,5004,38263.77,7460,,,,,,,1,3960968,27,Peru + 26 allied nations,N/A,1st,Land,Limited Export,Yes,Diesel inline-6,Manual,Software Defined Radio,Naval,Full spectrum protection,1st generation Armoured Personnel Carrier; operated by Peru; reserve service; Naval optimised
80,CH-466,Syria,Defence Production Corp,UAS,Electronic Warfare UAS,2007,,Active,50-100kg blast warhead,Swarm AI coordination,3889794,11038252,13035.32,12889,,,,,588.4,869,4,141098213,2,Syria + 1 allied nations,Yes,5th,Air,Key Export Product,No,Turboprop,GPS waypoint,Link 16 datalink,Naval,Composite + ERA,5th generation Electronic Warfare UAS; operated by Syria; active service; Naval optimised
81,Type-172,Qatar,State Defence Enterprise,Artillery,Wheeled Self-Propelled Howitzer,1980,,Testing/Evaluation,400mm super-heavy rocket,Autoloaded carousel,30503,40422,64994.08,11801,,,19,76,,,5,8405150,10,Qatar + 9 allied nations,No,3rd,Land,Widely Exported,Yes,Towed (no propulsion),Unguided,IFF Mode 4/5,Mountain,Composite + Trophy APS,3rd generation Wheeled Self-Propelled Howitzer; operated by Qatar; testing/evaluation service; Mountain optimised
82,USS-71,Oman,Ministry Arms Factory,Naval,Guided Missile Destroyer,1984,,Active,Phalanx CIWS 20mm,N/A - naval propulsion,,,66250560.03,140098,,,,,,,1628,1381796654,16,Oman + 15 allied nations,Yes,4th,Sea,Key Export Product,Limited,Conventional propeller,N/A,Link 11,High-altitude,NERA,4th generation Guided Missile Destroyer; operated by Oman; active service; High-altitude optimised
83,TB-345,UAE,State Arsenal,UAS,Cargo/Logistics UAS,1998,,Active (Limited),Various guided missiles,Swarm AI coordination,6356579,20070355,7838.88,13523,,,,,162.3,548,3,116218710,18,UAE + 17 allied nations,Partial,3.5th,Air,Very Limited Export,No,Turboprop,Anti-radiation passive,BLOS datalink,Littoral,Hard-kill APS (Trophy),3.5th generation Cargo/Logistics UAS; operated by UAE; active (limited) service; Littoral optimised
84,K-Proryv,Rwanda,National Ordnance Plant,Small Arm,Under-barrel GL,1968,,Active (Limited),12.7x108mm,Blowback operated,883,1692,6.44,,168,642,1159,100,,,1,26236,15,Rwanda + 14 allied nations,N/A,3.5th,Land,Widely Exported,Limited,Electric,Unguided,JTIDS,High-altitude,Composite + ERA,3.5th generation Under-barrel GL; operated by Rwanda; active (limited) service; High-altitude optimised
85,M-Flanker,Ivory Coast,Government Defence Works,Artillery,Wheeled Self-Propelled Howitzer,1979,,Active,155mm/39cal,Semi-automatic breech,69019,100451,49732.57,6596,,,22,42,,,6,9806665,13,Ivory Coast + 12 allied nations,Partial,3.5th,Land,Not Exported,No,Self-propelled diesel,Inertial,HF/VHF/UHF,Mountain,No armor,3.5th generation Wheeled Self-Propelled Howitzer; operated by Ivory Coast; active service; Mountain optimised
86,ZBD-232,Kyrgyzstan,Ministry Arms Factory,Armored Vehicle,Amphibious APC,2007,,Active,7.62mm coaxial MG,N/A - semi-autoloader,3971,5674,82990.41,10487,,,,,,,7,9003914,4,Kyrgyzstan + 3 allied nations,No,3rd,Land,Embargoed,Yes,Diesel V-12,Inertial,Software Defined Radio,Naval,Electro-optical APS,3rd generation Amphibious APC; operated by Kyrgyzstan; active service; Naval optimised
87,MALE-240,Portugal,Government Defence Works,UAS,Naval UAS,1983,,Reserve,EO/IR/SAR multi-sensor,Passive anti-radiation homing,604182,2066433,13729.32,3852,,,,,49.0,560,1,669429,29,Portugal + 28 allied nations,N/A,4th,Air,Not Exported,No,Hybrid electric,Autonomous AI,IFF Mode 4/5,All-terrain,Steel plate,4th generation Naval UAS; operated by Portugal; reserve service; All-terrain optimised
88,BMP-331,Nepal,Defence Production Corp,Armored Vehicle,Mine Protected Vehicle,1999,,Active,40mm autocannon,N/A - autoloader,6751,9113,29147.0,8338,,,,,,,5,8073016,30,Nepal + 29 allied nations,Partial,5th,Land,Exported,Limited,Gas turbine,Unguided,UHF radio,Littoral,No armor,5th generation Mine Protected Vehicle; operated by Nepal; active service; Littoral optimised
89,USS-108,UK,Heckler & Koch UK,Naval,Conventional Submarine,1974,2015,Retired,Phalanx CIWS 20mm,N/A - naval propulsion,,,77338599.67,32874,,,,,,,1439,8476957306,29,UK + 28 allied nations,Partial,3rd,Sea,Widely Exported,No,Nuclear PWR,Unguided,Link 11,Naval,Composite + ERA,3rd generation Conventional Submarine; operated by UK; retired service; Naval optimised
90,FGM-209,Singapore,Government Defence Works,Anti-Tank,Top-Attack ATGM,1981,2011,Retired,170mm,Dual IIR/SAL seeker,,,34.03,,,,,1,495.0,,1,461389,35,Singapore + 34 allied nations,N/A,5th,Land,Not Exported,Limited,Electric,Active radar MMW,Encrypted UHF/VHF,All-terrain,Composite + Trophy APS,5th generation Top-Attack ATGM; operated by Singapore; retired service; All-terrain optimised
91,LAV-280,Poland,WB Electronics,Armored Vehicle,ATGM Carrier Vehicle,2001,,In Development,120mm smoothbore,N/A - manual loading,,,70941.67,6141,,,,,,,1,10074849,6,Poland + 5 allied nations,No,2nd,Land,Embargoed,Limited,Diesel V-8,Unguided,IFF Mode 4/5,Mountain,Slat/Cage armor,2nd generation ATGM Carrier Vehicle; operated by Poland; in development service; Mountain optimised
92,DF-330,Slovakia,Defence Production Corp,Missile,Supersonic Cruise Missile,2003,,Reserve,240mm,Hypersonic glide maneuvering,8992667,10448974,8419.07,17233,,,,9,160.5,,6,23912525,32,Slovakia + 31 allied nations,No,5th+,Sea,Limited Export,No,Scramjet,Inertial only,Software Defined Radio,High-altitude,NERA,5th+ generation Supersonic Cruise Missile; operated by Slovakia; reserve service; High-altitude optimised
93,Crotale-159,Cuba,State Defence Enterprise,Air Defense,Medium-Range SAM,1974,,Testing/Evaluation,100mm,IR heat-seeking dual-waveband,284049,600317,49420.79,,,,,8,91.5,,1,252505645,22,Cuba + 21 allied nations,Yes,5th+,Land,Exported,No,N/A,3-band optical,HF/VHF/UHF,Naval,Full spectrum protection,5th+ generation Medium-Range SAM; operated by Cuba; testing/evaluation service; Naval optimised
94,RCL-384,Afghanistan,Armed Forces Ordnance,Support Weapon,Flamethrower System,1988,,Reserve,90mm,Breech-loaded single shot,10231,18381,84.84,1721,1421,,,46,598.5,,6,11300,7,Afghanistan + 6 allied nations,Yes,5th+,Land,Widely Exported,No,N/A,N/A,Link 11,Urban,Explosive Reactive Armour (ERA),5th+ generation Flamethrower System; operated by Afghanistan; reserve service; Urban optimised
95,DF-310,Mexico,State Defence Enterprise,Missile,Land-Attack Cruise Missile,2017,2023,Retired,300mm,Passive IR seeker,13063239,14930714,109543.4,,,,,3,153.4,,4,72100705,35,Mexico + 34 allied nations,No,2nd,Land,Very Limited Export,Limited,Ramjet,Millimetre wave radar,BFT Blue Force Tracking,Multi-environment,Explosive Reactive Armour (ERA),2nd generation Land-Attack Cruise Missile; operated by Mexico; retired service; Multi-environment optimised
96,Crotale-141,Zambia,Government Defence Works,Air Defense,Counter-UAS System,1958,,Active,100mm,Command inertial/TVM,177875,337834,,,,,,5,5.2,,11,1556626556,4,Zambia + 3 allied nations,N/A,4th,Land,Exported,No,Manual,3-band optical,SATCOM,Littoral,Explosive Reactive Armour (ERA),4th generation Counter-UAS System; operated by Zambia; active service; Littoral optimised
97,T-145,North Macedonia,State Arsenal,Special Systems,Decontamination Vehicle,1984,,Testing/Evaluation,Directed energy beam,Electronic jamming,732386,864410,37424.55,,,,,,,,3,62938103,24,North Macedonia + 23 allied nations,Partial,3rd,Air,Key Export Product,No,Electric,Manual,Software Defined Radio,Desert,Active Protection System,3rd generation Decontamination Vehicle; operated by North Macedonia; testing/evaluation service; Desert optimised
98,FIM-39,Lithuania,National Ordnance Plant,Air Defense,Counter-UAS System,1956,,Testing/Evaluation,100mm,IR heat-seeking dual-waveband,74591,117002,13113.97,,,,,8,223.1,,11,467655297,2,Lithuania + 1 allied nations,Partial,3.5th,Land,Widely Exported,No,Electric,3-band optical,BFT Blue Force Tracking,Desert,Rolled Homogeneous Armour (RHA),3.5th generation Counter-UAS System; operated by Lithuania; testing/evaluation service; Desert optimised
99,CV-102,Italy,Beretta,Armored Vehicle,Armoured Engineering Vehicle,1975,,Reserve,25mm autocannon,N/A - unmanned turret,5627,10242,38625.77,4813,,,,,,,7,11892117,32,Italy + 31 allied nations,N/A,4th,Land,Widely Exported,No,Diesel V-8,Unguided,SINGCARS,Jungle,Full spectrum protection,4th generation Armoured Engineering Vehicle; operated by Italy; reserve service; Jungle optimised
100,RCH-3,Azerbaijan,National Ordnance Plant,Special Systems,Counter-IED System,1952,,Active (Limited),Jamming spectrum,Remote-operated,949015,2513354,10762.87,11696,,,,,,,1,62960623,16,Azerbaijan + 15 allied nations,No,3.5th,Land,Key Export Product,Limited,Manual,Inertial,SATCOM,Jungle,Composite + ERA,3.5th generation Counter-IED System; operated by Azerbaijan; active (limited) service; Jungle optimised
101,Type-45,Canada,SNC-Lavalin Defence,Armored Vehicle,Armoured Ambulance,2014,,Active,30mm autocannon,N/A - manual loading,985,1290,23224.19,4981,,,,,,,1,2543626,27,Canada + 26 allied nations,Yes,2nd,Land,Limited Export,No,Hybrid diesel-electric,Inertial,UHF radio,All-terrain,Slat/Cage armor,2nd generation Armoured Ambulance; operated by Canada; active service; All-terrain optimised
102,T-Felon,Kenya,Government Defence Works,Special Systems,Battlefield Radar,1948,,Active,Directed energy beam,Multi-spectral EO/IR,686128,1358902,3859.84,,,,,,,,3,5329324,18,Kenya + 17 allied nations,Partial,5th,Sea,Exported,No,Chemical,Inertial,BLOS datalink,Naval,Steel plate,5th generation Battlefield Radar; operated by Kenya; active service; Naval optimised
103,Tor-434,Portugal,Defence Production Corp,Air Defense,Counter-UAS System,1997,,Active,127mm,3-channel optical UV/IR/MIR,57503,93543,18720.06,,,,,11,40.6,,2,186473804,7,Portugal + 6 allied nations,Partial,3rd,Land,Exported,Limited,Mechanical,Active radar TVM,Encrypted UHF/VHF,Desert,NERA,3rd generation Counter-UAS System; operated by Portugal; active service; Desert optimised
104,HK-32,Bolivia,Armed Forces Ordnance,Small Arm,Designated Marksman Rifle,1990,,Active,6.5mm Creedmoor,DAO rotating barrel,1659,2417,18.68,1179,745,982,1074,10,,,2,8301,18,Bolivia + 17 allied nations,Partial,4.5th,Land,Embargoed,Yes,Manual,Inertial,Encrypted UHF/VHF,Naval,Steel plate,4.5th generation Designated Marksman Rifle; operated by Bolivia; active service; Naval optimised
105,AT-217,Serbia,State Defence Enterprise,Support Weapon,Anti-Tank Mine Layer,1998,,Active (Limited),84mm,Recoilless single-shot,8678,15132,20.52,,1064,187,21,14,453.0,,1,41748,8,Serbia + 7 allied nations,Partial,5th+,Land,Embargoed,Yes,Chemical,Inertial,VHF radio,Urban,Composite Chobham,5th+ generation Anti-Tank Mine Layer; operated by Serbia; active (limited) service; Urban optimised
106,Bill-371,Nigeria,National Ordnance Plant,Anti-Tank,Tandem HEAT ATGM,1960,,Active,127mm,EO/IIR dual mode seeker,13319,19336,100.84,715,,,,1,11.5,,1,603890,28,Nigeria + 27 allied nations,N/A,5th,Air,Embargoed,No,N/A,Predicted LOS,HF/VHF/UHF,Littoral,Active Protection System,5th generation Tandem HEAT ATGM; operated by Nigeria; active service; Littoral optimised
107,L-460,Rwanda,National Defence Industries,Support Weapon,Automatic Grenade Launcher,1976,,Active (Limited),40x46mm,Breech-loaded single shot,4791,6789,74.61,,359,459,30,40,142.0,,2,31088,12,Rwanda + 11 allied nations,No,2nd,Land,Key Export Product,Limited,Chemical,Unguided,Software Defined Radio,Littoral,Composite + Trophy APS,2nd generation Automatic Grenade Launcher; operated by Rwanda; active (limited) service; Littoral optimised
108,AN/-461,Angola,National Ordnance Plant,Special Systems,Active Protection System,1985,,Active,Directed energy beam,Electronic jamming,631421,1637059,17726.72,,,,,,,,8,36196955,4,Angola + 3 allied nations,Partial,4th,Land,Widely Exported,Yes,Mechanical,Inertial,JTIDS,Naval,Active Protection System,4th generation Active Protection System; operated by Angola; active service; Naval optimised
109,TCG-397,Morocco,Government Defence Works,Naval,Nuclear Attack Submarine,2009,,Active,76mm OTO Melara,N/A - naval propulsion,,,103407655.76,248580,,,,,,,4137,11635595734,3,Morocco + 2 allied nations,No,5th+,Sea,Exported,Limited,Diesel-electric,Optical,Link 11,Amphibious,Classified composite,5th+ generation Nuclear Attack Submarine; operated by Morocco; active service; Amphibious optimised
110,JSM-NG,Uganda,State Arsenal,Missile,Hypersonic Glide Vehicle,1987,,Active,533mm,Semi-active laser,5801530,6310900,115730.8,3857,,,,,398.3,4688,6,55890457,26,Uganda + 25 allied nations,No,2nd,Land,Exported,No,Scramjet,Laser semi-active,Encrypted UHF/VHF,Multi-environment,Full spectrum protection,2nd generation Hypersonic Glide Vehicle; operated by Uganda; active service; Multi-environment optimised
111,AG-460,Latvia,National Ordnance Plant,Support Weapon,Automatic Grenade Launcher,1947,,Active,120mm,Recoilless single-shot,4146,7198,219.99,,1303,302,22,43,370.9,,5,45518,11,Latvia + 10 allied nations,No,3rd,Land,Embargoed,No,Electric,Optical,SINGCARS,Littoral,Explosive Reactive Armour (ERA),3rd generation Automatic Grenade Launcher; operated by Latvia; active service; Littoral optimised
112,HQ-280,Argentina,Armed Forces Ordnance,Air Defense,Directed Energy AD,2005,,Active,76mm,Proximity fused radar,590671,981506,19098.57,,,,,11,490.2,,10,276809993,17,Argentina + 16 allied nations,Yes,5th+,Sea,Exported,Yes,Mechanical,Proximity radar fuse,UHF radio,Mountain,Steel plate,5th+ generation Directed Energy AD; operated by Argentina; active service; Mountain optimised
113,UH-6,Sri Lanka,State Defence Enterprise,Aircraft,Maritime Patrol Aircraft,1956,,Active,12.7mm HMG,N/A - conventional controls,6457494,9541062,85877.3,,,,,,,1496,1,3357348445,22,Sri Lanka + 21 allied nations,No,3rd,Air,Very Limited Export,No,Ramjet,Optical,Software Defined Radio,Multi-environment,Active Protection System,3rd generation Maritime Patrol Aircraft; operated by Sri Lanka; active service; Multi-environment optimised
114,QLZ-C1,Colombia,Defence Production Corp,Support Weapon,Light Mortar,1964,,Reserve,90mm,Breech-loaded single shot,3507,4947,93.52,1277,,326,,12,86.4,,4,686,23,Colombia + 22 allied nations,No,5th,Land,Widely Exported,Limited,N/A,Inertial,Link 11,Desert,Slat/Cage armor,5th generation Light Mortar; operated by Colombia; reserve service; Desert optimised
115,MQ-205,China,Poly Technologies,UAS,VTOL Combat UAS,2005,,Active,EO/IR/SAR multi-sensor,Semi-autonomous loiter,164389,505831,13192.99,10846,,,,,441.2,118,4,84637145,12,China + 11 allied nations,N/A,5th+,Air,Key Export Product,Yes,Piston engine,Anti-radiation passive,VHF radio,Mountain,Composite Chobham,5th+ generation VTOL Combat UAS; operated by China; active service; Mountain optimised
116,AK-82,Turkmenistan,Armed Forces Ordnance,Small Arm,Pistol,2010,,Active (Limited),4.6x30mm,Lever-delayed blowback bullpup,1895,2716,17.29,598,394,820,825,101,,,2,102983,34,Turkmenistan + 33 allied nations,Partial,2nd,Land,Embargoed,No,Mechanical,Optical,JTIDS,Mountain,Composite + ERA,2nd generation Pistol; operated by Turkmenistan; active (limited) service; Mountain optimised
117,Type-393,Ethiopia,Government Defence Works,Artillery,Precision Guided MRL,2022,,In Development,175mm,Semi-automatic breech,124338,168485,23434.31,7294,,,28,,,,8,3684046,11,Ethiopia + 10 allied nations,Yes,3rd,Land,Embargoed,Yes,Self-propelled diesel,Optical,Software Defined Radio,Underground,Composite + ERA,3rd generation Precision Guided MRL; operated by Ethiopia; in development service; Underground optimised
118,KRI-220,Paraguay,Ministry Arms Factory,Naval,Supercarrier,2002,,Active,155mm AGS,N/A - naval propulsion,,,66035090.77,147370,,,,,,,5325,5027235446,8,Paraguay + 7 allied nations,Yes,3rd,Sea,Exported,No,Diesel-electric,N/A,Link 16 datalink,Mountain,Soft-kill APS,3rd generation Supercarrier; operated by Paraguay; active service; Mountain optimised
119,JS-125,Senegal,Government Defence Works,Naval,Patrol Boat,1970,,Active,114mm Mk8,N/A - naval propulsion,,,103356194.22,48093,,,,,,,2622,12026098631,5,Senegal + 4 allied nations,Partial,4th,Sea,Widely Exported,Limited,Pump-jet,Optical,Software Defined Radio,Amphibious,Slat/Cage armor,4th generation Patrol Boat; operated by Senegal; active service; Amphibious optimised
120,HQ-Felon,Argentina,Government Defence Works,Air Defense,Short-Range SAM,1948,,Active,152mm,Command inertial/TVM,482295,844810,4318.08,,,,,11,431.4,,9,821599079,27,Argentina + 26 allied nations,Yes,3rd,Sea,Widely Exported,Yes,Chemical,IR homing,Encrypted UHF/VHF,High-altitude,Composite + ERA,3rd generation Short-Range SAM; operated by Argentina; active service; High-altitude optimised
121,RCH-158,Finland,Ministry Arms Factory,Special Systems,Active Protection System,2000,,Reserve,N/A,Multi-spectral EO/IR,153100,203517,35524.74,11379,,,,,,,5,67687021,17,Finland + 16 allied nations,No,6th (prototype),Air,Not Exported,Limited,Electric,Inertial,JTIDS,Desert,Slat/Cage armor,6th (prototype) generation Active Protection System; operated by Finland; reserve service; Desert optimised
122,9M-321,Zimbabwe,State Arsenal,Anti-Tank,Top-Attack ATGM,1948,,Active,66mm,3rd gen imaging IR seeker,7394,10248,8.48,1472,,,,1,147.2,,3,286046,30,Zimbabwe + 29 allied nations,Yes,1st,Land,Limited Export,No,Chemical,Active radar MMW,SATCOM,Amphibious,Electro-optical APS,1st generation Top-Attack ATGM; operated by Zimbabwe; active service; Amphibious optimised
